"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","3SsnPorch","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
2624,60,"RL",42,13751,"IR1","HLS","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av",60,"Unf",0,1640,1700,"Ex","Y","SBrkr",1700,512,2212,1,2,1,3,"Gd",9,"Typ",1,2006,"Fin",3,773,"Y",237,38,0,5,2006,"New","Partial",189228.701486278
129,60,"RL",69,7590,"Reg","Lvl","Inside","Gtl","NAmes","PosN","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","CBlock","TA","TA","No",512,"Unf",0,148,660,"TA","Y","SBrkr",660,688,1348,0,1,1,3,"TA",6,"Typ",1,1966,"RFn",2,453,"Y",188,108,0,7,2006,"WD","Normal",155000
309,30,"RL",NA,12342,"IR1","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No",262,"Unf",0,599,861,"Ex","Y","SBrkr",861,0,861,0,1,0,1,"TA",4,"Typ",0,1961,"Unf",2,539,"Y",158,0,0,3,2009,"WD","Normal",82500
441,20,"RL",105,15431,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Gd",1767,"ALQ",539,788,3094,"Ex","Y","SBrkr",2402,0,2402,1,2,0,2,"Ex",10,"Typ",2,2008,"Fin",3,672,"Y",0,72,0,4,2009,"WD","Normal",555000
2721,20,"RL",80,9600,"Reg","Lvl","Corner","Gtl","NAmes","Feedr","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No",758,"Unf",0,293,1051,"Gd","Y","SBrkr",1051,0,1051,1,1,0,3,"TA",6,"Typ",0,1968,"RFn",2,504,"Y",0,0,0,7,2006,"WD","Normal",183269.159407668
470,60,"RL",76,9291,"IR1","Lvl","Corner","Gtl","SawyerW","RRNe","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","No",426,"Unf",0,406,832,"Ex","Y","SBrkr",832,878,1710,0,2,1,3,"Gd",7,"Typ",0,1993,"RFn",2,506,"Y",144,70,0,6,2008,"WD","Normal",187000
2610,85,"RL",50,6723,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SFoyer",5,7,1971,1971,"Gable","CompShg","Wd Sdng","HdBoard","None","TA","TA","CBlock","Gd","TA","Av",796,"Unf",0,0,796,"TA","Y","SBrkr",796,0,796,0,1,0,2,"TA",5,"Typ",0,NA,NA,0,0,"Y",129,0,0,9,2007,"WD","Normal",165643.341167808
1360,20,"RL",129,16737,"Reg","Lvl","FR3","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Av",1447,"Unf",0,533,1980,"Ex","Y","SBrkr",1980,0,1980,1,2,0,3,"Ex",8,"Typ",1,2004,"Fin",3,770,"Y",194,45,0,9,2006,"WD","Normal",315000
1822,70,"RM",60,9720,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story",6,7,1910,2002,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No",0,"Unf",0,741,741,"Ex","Y","SBrkr",780,741,1521,0,1,0,4,"Gd",8,"Typ",0,1950,"Unf",3,640,"Y",0,0,0,9,2009,"WD","Normal",196297.95829524
1790,30,"RL",60,10800,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story",3,5,1890,1998,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","BrkTil","TA","TA","No",0,"Unf",0,630,630,"TA","Y","FuseA",725,0,725,0,1,1,1,"TA",4,"Typ",0,1959,"Unf",1,320,"Y",0,30,0,11,2009,"WD","Normal",160805.584645628
349,160,"RL",36,2448,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone","Gd","TA","PConc","Gd","TA","No",573,"Unf",0,191,764,"Ex","Y","SBrkr",764,862,1626,1,2,1,2,"Gd",6,"Typ",0,2003,"RFn",2,474,"Y",0,27,0,10,2008,"WD","Normal",154000
894,20,"RL",NA,13284,"Reg","Lvl","Inside","Gtl","Sawyer","PosN","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None","TA","TA","PConc","Gd","TA","Mn",1064,"Unf",0,319,1383,"TA","Y","SBrkr",1383,0,1383,1,1,0,3,"TA",6,"Typ",1,1954,"Unf",1,354,"Y",511,116,0,6,2008,"WD","Normal",165000
590,40,"RM",50,9100,"Reg","Lvl","Inside","Gtl","BrkSide","RRAn","1Fam","1Story",5,6,1930,1960,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","BrkTil","TA","TA","No",0,"Unf",0,742,742,"TA","Y","FuseA",779,0,935,0,1,0,2,"TA",4,"Typ",0,1988,"Unf",1,308,"P",0,0,0,8,2008,"WD","Normal",79500
1956,60,"RL",NA,12511,"IR1","Lvl","Corner","Gtl","NWAmes","Norm","1Fam","2Story",7,7,1978,1978,"Mansard","WdShake","Plywood","Plywood","BrkFace","Gd","TA","PConc","Gd","TA","No",988,"Unf",0,432,1420,"Ex","Y","SBrkr",1420,1420,2840,0,2,1,4,"Gd",8,"Min2",2,1978,"Fin",4,1314,"Y",0,16,0,12,2008,"WD","Normal",206003.107947263
474,20,"RL",110,14977,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Gd",1350,"Unf",0,626,1976,"Ex","Y","SBrkr",1976,0,1976,1,2,0,2,"Gd",7,"Typ",1,2006,"RFn",3,908,"Y",250,63,0,7,2007,"New","Partial",440000
2216,50,"RM",75,9000,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","WdShing","Wd Shng","BrkFace","TA","TA","CBlock","TA","TA","No",330,"Unf",0,821,1151,"Gd","Y","FuseA",1151,804,1955,0,2,0,4,"TA",7,"Typ",0,1958,"Fin",1,356,"Y",0,0,0,1,2008,"WD","Normal",186939.507215101
2549,60,"RL",60,7023,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","2Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","Gd","No",611,"Unf",0,123,734,"Gd","Y","SBrkr",734,674,1408,1,2,1,3,"TA",6,"Typ",0,2005,"Fin",2,489,"Y",0,85,0,5,2007,"WD","Normal",175090.062515883
2744,20,"RL",72,10152,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1956,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","Av",914,"Unf",0,210,1124,"Ex","Y","SBrkr",1124,0,1124,1,1,0,3,"TA",6,"Typ",1,1956,"Fin",1,353,"Y",0,211,0,5,2006,"WD","Normal",182145.731469001
952,20,"RH",60,7800,"Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No",641,"Unf",0,187,828,"Gd","Y","SBrkr",965,0,965,1,1,0,3,"TA",6,"Typ",0,1979,"Unf",1,300,"Y",421,0,0,7,2006,"WD","Abnorml",119900
455,90,"RL",63,9297,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","Duplex","1Story",5,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No",1606,"Unf",0,122,1728,"TA","Y","SBrkr",1728,0,1728,2,2,0,4,"TA",8,"Typ",0,1976,"Unf",2,560,"Y",0,0,0,7,2006,"WD","Family",188000
2404,85,"RL",NA,10050,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SFoyer",5,6,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Av",602,"Unf",0,191,793,"Ex","Y","SBrkr",1280,0,1280,0,2,0,3,"TA",6,"Typ",1,1966,"Fin",2,432,"Y",140,40,0,6,2007,"WD","Normal",182152.207151253
2121,20,"RM",99,5940,"IR1","Lvl","FR3","Gtl","BrkSide","Feedr","1Fam","1Story",4,7,1946,1950,"Gable","CompShg","MetalSd","CBlock","None","TA","TA","PConc",NA,NA,NA,NA,NA,NA,NA,NA,"TA","Y","FuseA",896,0,896,NA,1,0,2,"TA",4,"Typ",0,1946,"Unf",1,280,"Y",0,0,0,4,2008,"ConLD","Abnorml",157680.227412949
1577,20,"RL",64,7360,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2010,2010,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No",24,"Unf",0,1198,1222,"Ex","Y","SBrkr",1222,0,1222,0,2,0,2,"Gd",6,"Typ",0,2009,"RFn",2,615,"Y",0,54,0,3,2010,"WD","Normal",157574.595395085
15,20,"RL",NA,10920,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No",733,"Unf",0,520,1253,"TA","Y","SBrkr",1253,0,1253,1,1,1,2,"TA",5,"Typ",1,1960,"RFn",1,352,"Y",0,213,0,5,2008,"WD","Normal",157000
62,75,"RM",60,7200,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","Fa","No",0,"Unf",0,530,530,"TA","N","SBrkr",581,530,1111,0,1,0,3,"Fa",6,"Typ",0,1935,"Unf",1,288,"N",0,0,0,3,2007,"WD","Normal",101000
390,60,"RL",96,12474,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",10,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Av",1280,"Unf",0,402,1682,"Ex","Y","SBrkr",1742,590,2332,1,2,1,3,"Ex",9,"Typ",1,2008,"Fin",3,846,"Y",196,134,0,8,2008,"New","Partial",426000
1668,20,"RL",87,10367,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Mn",1015,"Unf",0,724,1739,"Ex","Y","SBrkr",1743,0,1743,1,2,0,3,"Ex",8,"Typ",1,2008,"RFn",3,927,"Y",168,45,0,6,2009,"ConLI","Normal",180980.721388278
1059,60,"RL",96,11308,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Av",936,"Unf",0,168,1104,"Ex","Y","SBrkr",1130,1054,2184,1,2,1,3,"Ex",10,"Typ",1,2008,"Fin",3,836,"Y",0,102,0,7,2009,"WD","Normal",335000
381,50,"RL",50,5000,"Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",5,6,1924,1950,"Gable","CompShg","BrkFace","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No",218,"Unf",0,808,1026,"TA","Y","SBrkr",1026,665,1691,0,2,0,3,"Gd",6,"Typ",1,1924,"Unf",1,308,"Y",0,0,0,5,2010,"WD","Normal",127000
1891,180,"RM",35,3675,"Reg","Lvl","Inside","Gtl","Edwards","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","Wood","Gd","TA","Gd",547,"Unf",0,0,547,"Gd","Y","SBrkr",1072,0,1072,1,1,0,2,"TA",5,"Typ",0,2005,"Fin",2,525,"Y",0,28,0,4,2009,"WD","Normal",152324.943593181
2125,70,"RM",51,6120,"Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","2Story",5,5,1923,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No",203,"Unf",0,897,1100,"TA","Y","SBrkr",1226,676,1902,0,2,0,4,"TA",7,"Typ",0,1960,"Unf",2,576,"Y",0,139,0,10,2008,"WD","Normal",191215.589752983
2901,20,"RL",NA,50102,"IR1","Low","Inside","Mod","Timber","Norm","1Fam","1Story",6,5,1958,1958,"Gable","Tar&Grv","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","Gd",909,"Unf",0,723,1632,"TA","Y","SBrkr",1650,0,1650,1,1,0,2,"TA",6,"Typ",2,1958,"Unf",2,518,"Y",0,0,0,3,2006,"WD","Alloca",245283.198337927
1351,90,"RL",91,11643,"Reg","Lvl","Inside","Gtl","NAmes","Artery","Duplex","2Story",5,5,1969,1969,"Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No",500,"Unf",0,748,1248,"TA","Y","SBrkr",1338,1296,2634,1,2,2,6,"TA",12,"Typ",0,1969,"Unf",4,968,"Y",0,0,0,8,2009,"WD","Normal",2e+05
2079,50,"RL",60,8064,"Reg","Lvl","Inside","Gtl","NAmes","Artery","1Fam","1.5Fin",6,6,1948,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No",315,"Unf",0,453,768,"Ex","Y","SBrkr",819,501,1320,0,2,0,3,"TA",5,"Typ",0,1994,"Unf",2,576,"Y",108,0,0,9,2008,"WD","Normal",180660.683691591
2597,20,"RL",NA,7777,"IR1","Lvl","Inside","Gtl","Timber","Norm","1Fam","1Story",6,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","No",0,"Unf",0,1491,1491,"Ex","Y","SBrkr",1491,0,1491,0,2,0,3,"TA",7,"Typ",1,1996,"Fin",2,571,"Y",0,35,0,11,2007,"WD","Normal",183203.318752456
2012,20,"RL",81,9260,"Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Mn",0,"Unf",0,1162,1162,"Ex","Y","SBrkr",1162,0,1162,0,2,0,3,"Gd",6,"Typ",0,2007,"Fin",2,483,"Y",0,32,0,3,2008,"WD","Normal",176385.102235149
1052,20,"RL",103,11175,"IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av",0,"Unf",0,1316,1316,"Ex","Y","SBrkr",1316,0,1316,0,2,0,3,"Gd",6,"Typ",1,2007,"Fin",2,440,"Y",0,20,0,10,2007,"New","Partial",200141
2110,30,"RL",55,7111,"IR1","Bnk","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,1928,1983,"Gable","CompShg","WdShing","Wd Shng","None","Gd","Gd","BrkTil","TA","TA","No",406,"BLQ",273,329,1008,"TA","Y","SBrkr",1143,0,1143,0,1,0,2,"TA",5,"Typ",1,1992,"Unf",1,288,"Y",265,0,0,7,2008,"WD","Normal",163299.477980171
1172,20,"RL",76,9120,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No",662,"Unf",0,599,1261,"Ex","Y","SBrkr",1261,0,1261,1,1,0,3,"TA",6,"Typ",1,1958,"RFn",2,433,"Y",0,0,0,11,2008,"WD","Normal",163000
797,20,"RL",71,8197,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No",0,"Unf",0,660,660,"Ex","Y","SBrkr",1285,0,1285,0,1,1,3,"TA",7,"Typ",1,1977,"RFn",2,528,"Y",138,0,0,4,2007,"WD","Normal",143500
1596,50,"RL",78,10452,"IR1","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1.5Fin",7,6,1941,1985,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","Gd","Gd","BrkTil","Gd","TA","No",426,"BLQ",252,850,1528,"Ex","Y","SBrkr",1225,908,2133,1,1,1,4,"TA",8,"Typ",2,1941,"Unf",1,312,"Y",0,0,0,7,2010,"WD","Normal",194631.100299584
961,20,"RL",50,7207,"IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,1958,2008,"Gable","CompShg","Wd Sdng","Plywood","None","TA","Gd","CBlock","TA","TA","Gd",696,"Unf",0,162,858,"Gd","Y","SBrkr",858,0,858,1,1,0,2,"TA",4,"Typ",0,NA,NA,0,0,"Y",117,0,0,2,2010,"WD","Normal",116500
334,120,"RM",59,8198,"Reg","Lvl","FR3","Gtl","NridgHt","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av",720,"Unf",0,638,1358,"Ex","Y","SBrkr",1358,0,1358,1,2,0,2,"Gd",6,"Typ",1,2004,"RFn",2,484,"Y",192,30,0,7,2008,"WD","Normal",207000
2869,50,"RL",62,8707,"Reg","Lvl","FR2","Gtl","Edwards","Feedr","1Fam","1.5Fin",4,5,1924,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No",0,"Unf",0,1093,1093,"TA","N","FuseF",1093,576,1669,0,1,1,4,"TA",9,"Min2",0,1924,"Unf",1,288,"Y",0,0,0,5,2006,"WD","AdjLand",192577.796112839
1292,160,"RM",21,1680,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","BrkFace","TA","TA","CBlock","TA","TA","No",231,"Unf",0,399,630,"TA","Y","SBrkr",630,672,1302,0,2,1,3,"TA",6,"Typ",0,1972,"Unf",1,264,"Y",185,0,0,2,2009,"WD","Normal",119500
2141,85,"RL",NA,7703,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","SFoyer",6,8,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkCmn","TA","TA","CBlock","Gd","TA","Gd",450,"Unf",0,0,450,"Ex","Y","SBrkr",1034,0,1034,0,1,0,3,"TA",6,"Typ",1,1978,"Fin",2,504,"Y",311,0,0,5,2008,"WD","Normal",175530.651633287
610,20,"RL",61,7943,"Reg","Lvl","Inside","Gtl","Sawyer","Feedr","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkCmn","TA","Fa","CBlock","TA","TA","Mn",903,"Unf",0,126,1029,"Gd","Y","SBrkr",1029,0,1029,1,1,0,3,"TA",5,"Typ",0,1961,"Unf",1,261,"Y",64,0,0,4,2007,"WD","Normal",118500
1265,120,"RH",34,4060,"Reg","Lvl","Inside","Gtl","NAmes","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No",266,"Unf",0,1139,1405,"Ex","Y","SBrkr",1337,0,1337,1,2,0,2,"Gd",5,"Typ",0,1998,"Fin",2,511,"Y",144,68,0,8,2008,"COD","Abnorml",181000
2081,50,"RL",60,7200,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",6,5,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No",673,"Unf",0,181,854,"Fa","Y","FuseA",854,424,1278,0,1,0,4,"TA",6,"Typ",0,1954,"Unf",1,240,"Y",0,0,0,4,2008,"WD","Normal",186711.715848082
2485,20,"RL",NA,8169,"Reg","Lvl","Corner","Gtl","Sawyer","Feedr","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","Plywood","Plywood","None","TA","Gd","CBlock","TA","TA","No",216,"ALQ",435,261,912,"Ex","Y","SBrkr",912,0,912,1,1,0,3,"Gd",6,"Typ",0,1966,"Unf",1,315,"Y",204,0,0,7,2007,"WD","Normal",179555.219570787
2797,50,"RM",90,33120,"IR3","Lvl","Inside","Gtl","OldTown","RRAn","1Fam","1.5Fin",6,5,1962,1962,"Gable","CompShg","BrkFace","Wd Sdng","None","TA","TA","CBlock","TA","TA","No",0,"Unf",0,1595,1595,"TA","Y","SBrkr",1611,875,2486,0,2,0,5,"TA",8,"Typ",1,1962,"Unf",2,576,"Y",0,0,0,10,2006,"WD","Normal",259423.859147546
2265,190,"RL",195,41600,"IR1","Lvl","FR2","Gtl","Gilbert","Norm","2fmCon","1Story",5,5,1969,1990,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","Gd",1047,"Unf",0,53,1100,"TA","Y","SBrkr",1424,0,1424,1,1,1,3,"TA",7,"Mod",0,1969,"Unf",3,828,"N",144,0,0,11,2007,"WD","Normal",249768.279823405
2156,60,"RL",NA,9771,"IR3","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1995,2002,"Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","No",779,"Unf",0,298,1077,"Ex","Y","SBrkr",1093,1721,2814,0,2,1,4,"Gd",9,"Typ",1,1995,"Fin",2,614,"Y",48,32,0,6,2008,"WD","Normal",193981.327550004
2738,90,"RL",NA,8917,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Duplex","1Story",5,5,1967,1967,"Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No",0,"Unf",0,1584,1584,"TA","Y","SBrkr",1584,0,1584,0,2,0,4,"TA",8,"Typ",0,1967,"Unf",2,506,"Y",0,0,0,10,2006,"WD","Normal",198515.546934075
1294,60,"RL",78,10140,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No",194,"Unf",0,638,832,"TA","Y","SBrkr",832,832,1664,0,2,1,4,"TA",8,"Typ",1,1976,"RFn",2,528,"Y",0,28,0,3,2006,"WD","Normal",162900
2811,20,"RL",NA,9535,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",194,"LwQ",982,0,1176,"TA","Y","SBrkr",1458,0,1458,1,1,1,3,"TA",7,"Typ",1,1967,"Unf",2,512,"Y",284,0,0,7,2006,"WD","Normal",183141.236914997
2257,60,"RL",60,7500,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1999,2003,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No",0,"Unf",0,938,938,"Ex","Y","SBrkr",957,1342,2299,0,3,1,5,"TA",7,"Typ",1,1999,"Fin",2,482,"Y",188,30,0,8,2007,"WD","Normal",205895.254584712
1362,20,"RL",124,16158,"IR1","Low","Inside","Mod","StoneBr","Norm","1Fam","1Story",7,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Av",1274,"Unf",0,256,1530,"Ex","Y","SBrkr",1530,0,1530,1,2,0,3,"Gd",7,"Typ",1,2005,"Fin",2,430,"Y",168,36,0,6,2009,"WD","Normal",260000
1633,80,"RL",57,8923,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No",189,"Unf",0,195,384,"Gd","Y","SBrkr",751,631,1382,0,2,1,3,"TA",7,"Typ",1,1998,"Fin",2,396,"Y",256,0,0,2,2009,"WD","Normal",173719.30379824
1760,20,"RL",85,9350,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1961,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No",310,"BLQ",512,491,1313,"TA","Y","SBrkr",1313,0,1313,1,1,1,3,"Gd",6,"Typ",1,1961,"RFn",2,610,"Y",172,28,0,2,2009,"WD","Normal",174559.656173171
1608,20,"RL",88,11896,"IR1","Lvl","Corner","Gtl","Timber","Norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No",78,"Unf",0,1258,1336,"Ex","Y","SBrkr",1346,0,1346,1,2,0,3,"Gd",6,"Typ",1,2008,"Fin",3,660,"Y",100,48,0,5,2010,"WD","Normal",181987.282510201
2778,70,"RM",66,3960,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story",7,8,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No",0,"Unf",0,502,502,"TA","N","SBrkr",502,502,1004,0,1,0,2,"Gd",5,"Typ",1,1930,"Unf",1,200,"N",280,0,0,7,2006,"WD","Normal",158893.54306269
568,20,"RL",70,10171,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No",2,"Unf",0,1515,1517,"Ex","Y","SBrkr",1535,0,1535,0,2,0,3,"Gd",7,"Typ",0,2004,"RFn",2,532,"Y",0,0,0,3,2010,"WD","Normal",214000
1002,30,"RL",60,5400,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story",5,6,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Fa","TA","No",0,"Unf",0,691,691,"Ex","Y","FuseA",691,0,691,0,1,0,2,"Ex",4,"Typ",0,1920,"Unf",1,216,"N",0,20,0,1,2007,"WD","Abnorml",86000
743,20,"RL",65,8450,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","No",0,"Unf",0,1349,1349,"Ex","Y","SBrkr",1349,0,1349,0,2,0,3,"TA",6,"Typ",0,2000,"Unf",2,539,"Y",120,55,0,12,2007,"WD","Normal",179000
1735,20,"RL",NA,7791,"IR1","Lvl","Inside","Gtl","Sawyer","RRAe","1Fam","1Story",5,8,1963,1995,"Gable","CompShg","Plywood","Plywood","None","Gd","Gd","CBlock","TA","TA","No",624,"Unf",0,288,912,"Ex","Y","SBrkr",912,0,912,1,1,0,3,"Gd",6,"Typ",0,1963,"RFn",1,300,"Y",0,0,0,10,2009,"WD","Normal",180330.624816201
